"id" "longitude" "latitude" "depth" "seasurface_temperature_mean_2005_2012" "seasurface_temperature_amplitude_2005_2012" "seafloor_temperature_mean_2005_2012" "seafloor_temperature_amplitude_2005_2012" "seasurface_salinity_mean_2005_2012" "seasurface_salinity_amplitude_2005_2012" "seafloor_salinity_mean_2005_2012" "seafloor_salinity_amplitude_2005_2012" "chlorophyla_summer_mean_2005_2012" "geomorphology" "sediments" "slope" "seafloor_oxygen_mean_2005_2012" "roughness"
"1" 1 67.15 -48.95 -653 4.24108982086182 -3.2135899066925 NA NA 33.7511100769043 0.0552978515625 NA NA 0.206584960222244 14 4 0.0395847000181675 NA 836
"2" 1 67.35 -49.45 -204 3.89770007133484 -2.89390015602112 NA NA 33.760612487793 0.0557003021240234 NA NA 0.188862144947052 14 4 0.0193617679178715 5.13425445556641 651
"3" 1 67.55 -49.05 -168 4.06840991973877 -2.98978996276855 3.01750516891479 -0.681594848632812 33.75048828125 0.0582618713378906 33.8072052001953 -0.00925064086914062 0.22353932261467 2 4 0.00124566582962871 7.30628776550293 107
"4" 1 67.55 -48.15 -355 4.65109014511108 -3.31209993362427 NA NA 33.7356872558594 0.0550003051757812 NA NA 0.21600054204464 14 4 0.00815556291490793 5.36318969726562 160
"5" 1 67.85 -49.45 -136 3.86259007453918 -2.87149024009705 2.24340510368347 0.0112948417663574 33.7519874572754 0.0573005676269531 33.8795852661133 0.00089263916015625 0.258054286241531 14 4 0.0016896037850529 7.09440803527832 86
"6" 1 68.05 -49.05 -155 4.03309011459351 -2.93870973587036 2.35545015335083 -0.040910005569458 33.7397117614746 0.0595455169677734 33.8987045288086 0.0114059448242188 0.440552711486816 2 4 0.00183724972885102 7.07719421386719 45
"7" 1 68.15 -49.45 -194 3.83010005950928 -2.87490010261536 2.51411008834839 0.139709949493408 33.7461891174316 0.05828857421875 34.0256118774414 -0.00892257690429688 0.501955211162567 2 4 0.00361057696864009 NA 70
"8" 1 68.25 -50.15 -338 3.3623948097229 -2.65470504760742 2.45100498199463 -0.035944938659668 33.7741470336914 0.0579986572265625 34.3098373413086 0.0360870361328125 0.191478192806244 14 4 0.0399958975613117 4.96714448928833 962
"9" 1 68.45 -50.15 -217 3.36268997192383 -2.69100022315979 2.3408899307251 0.0463500022888184 33.7714881896973 0.0579986572265625 34.1815032958984 0.0366554260253906 0.192611113190651 2 4 0.0245681535452604 5.77710008621216 765
"10" 1 68.45 -50.05 -190 3.36268997192383 -2.69100022315979 1.92610001564026 0.104109883308411 33.7714881896973 0.0579986572265625 33.9403915405273 0.00980758666992188 0.222422510385513 2 4 0.00328396330587566 6.99477767944336 169
"11" 1 68.45 -50.05 -190 3.36268997192383 -2.69100022315979 1.92610001564026 0.104109883308411 33.7714881896973 0.0579986572265625 33.9403915405273 0.00980758666992188 0.222422510385513 2 4 0.00328396330587566 6.99477767944336 169
"12" 1 68.55 -48.65 -55 4.5555100440979 -2.85110998153687 NA NA 33.7050895690918 0.0621566772460938 NA NA 0.590884268283844 NA 4 0.00356882903724909 7.16573524475098 92
"13" 1 68.75 -48.75 -51 4.52885007858276 -2.82711505889893 3.43942499160767 -0.484254837036133 33.6969985961914 0.0628337860107422 33.7765808105469 -0.0266990661621094 0.47870546579361 NA 4 0.00730087282136083 7.29431629180908 94
"14" 1 68.85 -49.95 -149 3.45030999183655 -2.96060991287231 2.32220005989075 -0.546209812164307 33.7193870544434 0.0609092712402344 33.8010902404785 0.00437545776367188 0.353283494710922 2 4 0.00120341998990625 7.26329898834229 66
"15" 1 69.05 -48.05 -121 4.65671014785767 -2.84938979148865 NA NA 33.679988861084 0.0620765686035156 NA NA 0.575878202915192 2 4 0.000590113690122962 NA 46
"16" 1 69.35 -49.65 -70 NA NA NA NA NA 0.0647010803222656 NA NA NA NA 4 0.0333340838551521 NA 114
"17" 1 69.75 -49.75 -82 3.54080486297607 -3.08474493026733 3.23077249526978 -2.40862774848938 33.7172012329102 0.0661849975585938 33.742805480957 0.05511474609375 NA 2 4 0.019518194720149 NA 104
"18" 1 69.75 -49.95 -164 3.54080486297607 -3.08474493026733 NA NA 33.7172012329102 0.0666666030883789 NA NA 0.438768297433853 2 4 0.00314677460119128 NA 74
"19" 1 69.85 -50.05 -161 3.41799998283386 -2.98099994659424 2.08081007003784 -0.21369993686676 33.7700881958008 0.0675449371337891 33.9568901062012 -0.00551223754882812 0.293127864599228 2 4 0.00122121686581522 7.02667570114136 43
"20" 1 70.25 -49.75 -98 3.27315998077393 -3.02180004119873 2.93772745132446 -2.83958768844604 33.7697525024414 0.0690059661865234 33.7905311584473 0.0449714660644531 0.631265699863434 2 4 0.00840015523135662 NA 89
"21" 1 70.35 -49.85 -129 3.22750997543335 -2.99858999252319 2.23080015182495 -0.872580051422119 33.7878112792969 0.0693016052246094 33.8461151123047 -0.0170059204101562 0.367963492870331 2 4 0.00308232475072145 NA 79
"22" 1 70.35 -49.45 -20 NA NA NA NA NA 0.0687103271484375 NA NA NA 2 NA 0.00541834719479084 NA 52
"23" 1 70.45 -49.95 -177 3.22750997543335 -2.99858999252319 1.54340004920959 0.105939984321594 33.7878112792969 0.0693016052246094 33.9322509765625 -0.0226249694824219 0.238511011004448 2 4 0.00742850732058287 NA 195
"24" 1 70.45 -49.95 -177 3.22750997543335 -2.99858999252319 1.54340004920959 0.105939984321594 33.7878112792969 0.0693016052246094 33.9322509765625 -0.0226249694824219 0.238511011004448 2 4 0.00742850732058287 NA 195
"25" 1 70.55 -49.45 -75 3.12270998954773 -3.05550003051758 2.96875 -2.95345497131348 33.8087882995605 0.0714149475097656 33.814453125 0.0312423706054688 1.07833051681519 2 4 0.00461270241066813 NA 95
"26" 1 70.55 -50.05 -324 3.19758987426758 -2.88240003585815 2.12514996528625 -0.0927950143814087 33.822811126709 0.0740127563476562 34.1683883666992 0.0351028442382812 0.213671296834946 14 4 0.0111947450786829 5.97364234924316 356
"27" 1 70.65 -49.45 -70 3.12270998954773 -3.05550003051758 NA NA 33.8087882995605 0.0714149475097656 NA NA 0.755000412464142 2 4 0.00348369544371963 NA 116
"28" 1 70.65 -49.05 -54 3.11108994483948 -3.03449988365173 NA NA 33.8226127624512 0.0719127655029297 NA NA 1.06662178039551 2 4 0.00103120354469866 NA 50
"29" 1 70.75 -49.05 -80 3.19039011001587 -3.00780487060547 NA NA 33.8129615783691 0.0719127655029297 NA NA 0.961365759372711 2 4 0.00733412569388747 NA 223
"30" 1 70.85 -48.95 -128 3.52540993690491 -2.9432098865509 3.31081008911133 -2.72139024734497 33.7719116210938 0.0724105834960938 33.7785873413086 -0.013702392578125 0.6417156457901 14 4 0.0260670930147171 7.52260780334473 480
"31" 1 70.95 -49.55 -231 3.14029002189636 -2.98581981658936 1.76253998279572 -0.182809948921204 33.815113067627 0.0714149475097656 33.9243545532227 -0.052001953125 0.267981022596359 2 4 0.0242436900734901 NA 387
"32" 1 70.95 -49.55 -231 3.14029002189636 -2.98581981658936 1.76253998279572 -0.182809948921204 33.815113067627 0.0714149475097656 33.9243545532227 -0.052001953125 0.267981022596359 2 4 0.0242436900734901 NA 387
"33" 1 70.95 -49.55 -231 3.14029002189636 -2.98581981658936 1.76253998279572 -0.182809948921204 33.815113067627 0.0714149475097656 33.9243545532227 -0.052001953125 0.267981022596359 2 4 0.0242436900734901 NA 387
"34" 1 64.85 -49.75 -324 3.78629493713379 -2.77663516998291 2.35279512405396 0.00335001945495605 33.7642517089844 0.0491485595703125 34.2047500610352 -0.0223312377929688 0.183819621801376 14 4 0.0337484925985336 5.33981418609619 831
"35" 1 64.95 -49.75 -345 3.78629493713379 -2.77663516998291 2.30795001983643 -0.0445401668548584 33.7642517089844 0.0491485595703125 34.1219444274902 -0.023834228515625 0.181607261300087 14 4 0.0284569952636957 5.68645191192627 831
"36" 1 66.05 -47.45 -567 4.79200983047485 -3.45269012451172 1.7025899887085 -0.467000007629395 33.7197875976562 0.0481986999511719 34.4167060852051 0.0166587829589844 0.222513303160667 14 4 0.00235122255980968 4.31643962860107 190
"37" 1 69.85 -50.15 -178 3.41799998283386 -2.98099994659424 2.08081007003784 -0.21369993686676 33.7700881958008 0.0675449371337891 33.9568901062012 -0.00551223754882812 0.225889682769775 2 4 0.00497966259717941 7.02667570114136 174
"38" 1 70.05 -49.95 -139 3.3188099861145 -3.04501008987427 1.76231002807617 -0.107300043106079 33.7516899108887 0.0693016052246094 33.8704528808594 -0.0171623229980469 0.367147088050842 2 4 0.00314816366881132 NA 105
"39" 1 70.75 -49.55 -156 3.14233994483948 -3.01260495185852 2.13699245452881 -0.877492427825928 33.8089065551758 0.0714149475097656 33.8706970214844 -0.0349960327148438 0.439274579286575 2 4 0.00295679015107453 NA 86
"40" 1 70.75 -49.55 -156 3.14233994483948 -3.01260495185852 2.13699245452881 -0.877492427825928 33.8089065551758 0.0714149475097656 33.8706970214844 -0.0349960327148438 0.439274579286575 2 4 0.00295679015107453 NA 86
"41" 1 70.85 -48.95 -128 3.52540993690491 -2.9432098865509 3.31081008911133 -2.72139024734497 33.7719116210938 0.0724105834960938 33.7785873413086 -0.013702392578125 0.6417156457901 14 4 0.0260670930147171 7.52260780334473 480
"42" 1 71.85 -49.45 -590 3.29361009597778 -2.8125 2.37875986099243 -0.0471398830413818 33.8324012756348 0.0754890441894531 34.527904510498 0.0319099426269531 0.519131004810333 14 2 0.00461161462590098 NA 90
"43" 1 75.65 -52.25 -653 2.1290500164032 -1.64244985580444 2.11100006103516 0.309034943580627 33.8330612182617 0.0795516967773438 34.4505615234375 -0.0563812255859375 0.351979792118073 14 2 0.0130645679309964 NA 226
"44" 1 69.35 -48.95 -60 4.25198984146118 -2.89657974243164 2.78018999099731 -2.90363502502441 33.6294097900391 0.0669097900390625 33.7326507568359 0.0615997314453125 NA 2 4 0.0138765871524811 7.29609298706055 143
"45" 1 69.15 -48.65 -96 4.39011001586914 -2.80257987976074 3.29986000061035 -0.583450078964233 33.6646995544434 0.0635108947753906 33.7349014282227 -0.0234527587890625 0.607922554016113 2 4 0.00508332578465343 7.38055038452148 111
"46" 1 69.35 -48.95 -60 4.25198984146118 -2.89657974243164 2.78018999099731 -2.90363502502441 33.6294097900391 0.0669097900390625 33.7326507568359 0.0615997314453125 NA 2 4 0.0138765871524811 7.29609298706055 143
"47" 1 69.75 -49.25 -72 NA NA NA NA NA 0.0661606788635254 NA NA NA 2 4 0.0151411006227136 NA 60
"48" 1 69.95 -49.35 NA NA NA NA NA NA 0.0667057037353516 NA NA NA NA 4 0.0153928184881806 NA 59
"49" 1 70.15 -49.55 -70 NA NA NA NA NA 0.0687103271484375 NA NA NA NA 4 0.00650417618453503 NA 70
"50" 1 70.15 -49.55 -70 NA NA NA NA NA 0.0687103271484375 NA NA NA NA 4 0.00650417618453503 NA 70
"51" 1 70.15 -49.55 -70 NA NA NA NA NA 0.0687103271484375 NA NA NA NA 4 0.00650417618453503 NA 70
"52" 1 70.15 -49.45 -50 NA NA NA NA NA 0.0687103271484375 NA NA 1.6472053527832 2 NA 0.0051685874350369 NA 65
"53" 1 69.75 -49.25 -72 NA NA NA NA NA 0.0661606788635254 NA NA NA 2 4 0.0151411006227136 NA 60
"54" 1 69.95 -49.35 NA NA NA NA NA NA 0.0667057037353516 NA NA NA NA 4 0.0153928184881806 NA 59
"55" 1 69.95 -49.35 NA NA NA NA NA NA 0.0667057037353516 NA NA NA NA 4 0.0153928184881806 NA 59
"56" 1 70.15 -49.45 -50 NA NA NA NA NA 0.0687103271484375 NA NA 1.6472053527832 2 NA 0.0051685874350369 NA 65
"57" 1 64.75 -49.85 -207 3.76129007339478 -2.67743492126465 2.27162265777588 -0.0230197906494141 33.7673034667969 0.0460290908813477 34.0710983276367 -0.0275535583496094 0.188149660825729 14 4 0.00791698880493641 5.92333316802979 258
"58" 1 64.85 -49.95 -224 3.74809002876282 -2.7014901638031 2.94399976730347 -0.70230507850647 33.7682113647461 0.0461597442626953 33.7917404174805 -0.034210205078125 0.193149030208588 14 4 0.00820298492908478 7.22248411178589 282
"59" 1 65.05 -49.75 -421 3.76815509796143 -2.76934480667114 2.30614995956421 -0.0292549133300781 33.7658004760742 0.0491485595703125 34.1680526733398 -0.0205612182617188 0.177954062819481 14 4 0.0320577025413513 5.51434421539307 943
"60" 1 65.05 -49.75 -421 3.76815509796143 -2.76934480667114 2.30614995956421 -0.0292549133300781 33.7658004760742 0.0491485595703125 34.1680526733398 -0.0205612182617188 0.177954062819481 14 4 0.0320577025413513 5.51434421539307 943
"61" 1 65.15 -49.95 -72 3.730299949646 -2.64020991325378 2.17134499549866 0.147609949111938 33.7699012756348 0.0464210510253906 33.8721466064453 -0.05731201171875 0.189167663455009 14 4 0.0147056914865971 6.91913890838623 454
"62" 1 65.25 -49.85 -526 3.72029495239258 -2.63964986801147 NA NA 33.7711448669434 0.0464210510253906 NA NA 0.174457490444183 14 4 0.03754872828722 5.19744396209717 1217
"63" 1 65.25 -49.85 -526 3.72029495239258 -2.63964986801147 NA NA 33.7711448669434 0.0464210510253906 NA NA 0.174457490444183 14 4 0.03754872828722 5.19744396209717 1217
"64" 1 65.45 -50.05 -486 3.60431003570557 -2.48228979110718 2.49739980697632 0.118190288543701 33.7780876159668 0.0464210510253906 34.3404388427734 -0.0220680236816406 0.168774172663689 14 4 0.00449996255338192 4.52310848236084 579
"65" 1 65.45 -50.05 -486 3.60431003570557 -2.48228979110718 2.49739980697632 0.118190288543701 33.7780876159668 0.0464210510253906 34.3404388427734 -0.0220680236816406 0.168774172663689 14 4 0.00449996255338192 4.52310848236084 579
"66" 1 66.15 -48.15 -834 4.49858999252319 -3.40000987052917 NA NA 33.7390098571777 0.0515060424804688 NA NA 0.185941651463509 14 4 0.0151113430038095 NA 413
"67" 1 67.05 -48.85 -549 4.24108982086182 -3.2135899066925 NA NA 33.7511100769043 0.0552978515625 NA NA 0.205325439572334 14 4 0.0416426248848438 NA 1018
"68" 1 67.45 -48.65 -99 4.38220977783203 -3.20170998573303 2.18584990501404 -0.0591599941253662 33.745189666748 0.0572605133056641 33.8705520629883 -0.0292434692382812 0.207559034228325 2 4 0.000544348324183375 6.89394950866699 150
"69" 1 67.45 -48.65 -99 4.38220977783203 -3.20170998573303 2.18584990501404 -0.0591599941253662 33.745189666748 0.0572605133056641 33.8705520629883 -0.0292434692382812 0.207559034228325 2 4 0.000544348324183375 6.89394950866699 150
"70" 1 67.55 -49.75 -224 3.61565017700195 -2.73161005973816 2.55675005912781 0.0481948852539062 33.7686996459961 0.0559501647949219 34.4390563964844 -0.0131988525390625 0.182263508439064 14 4 0.0418222919106483 4.67368221282959 1263
"71" 1 67.55 -49.15 -183 4.06840991973877 -2.98978996276855 2.26314997673035 0.0277099609375 33.75048828125 0.0582618713378906 33.978889465332 -0.0254974365234375 0.223213747143745 2 4 0.00141428178176284 6.70892143249512 94
"72" 1 67.65 -49.65 -169 3.69721007347107 -2.79819989204407 NA NA 33.7639122009277 0.0573005676269531 NA NA 0.186042487621307 2 4 0.00391970947384834 NA 96
"73" 1 67.65 -48.65 -232 4.39961004257202 -3.1394202709198 1.88721001148224 0.00722002983093262 33.7419891357422 0.0592231750488281 33.869987487793 -0.0289993286132812 0.236537352204323 2 4 0.00214109872467816 6.73789310455322 112
"74" 1 67.65 -48.65 -232 4.39961004257202 -3.1394202709198 1.88721001148224 0.00722002983093262 33.7419891357422 0.0592231750488281 33.869987487793 -0.0289993286132812 0.236537352204323 2 4 0.00214109872467816 6.73789310455322 112
"75" 1 67.75 -49.45 -170 3.87404012680054 -2.87219524383545 2.19695496559143 0.114667415618896 33.7543487548828 0.0573005676269531 33.9254760742188 -0.00674819946289062 0.209094017744064 2 4 0.00124323391355574 6.92620754241943 67
"76" 1 67.75 -49.15 -187 4.06215476989746 -2.97293496131897 2.34179997444153 0.0112600326538086 33.7480010986328 0.0582618713378906 33.8940391540527 -0.00293731689453125 0.263037145137787 2 4 0.00108944240491837 6.92620754241943 46
"77" 1 67.75 -49.75 -218 3.60707259178162 -2.72757005691528 1.88695251941681 0.146324992179871 33.7666969299316 0.0559501647949219 34.0193481445312 -0.0127792358398438 0.193881407380104 2 4 0.00313733774237335 6.48875522613525 80
"78" 1 67.75 -49.75 -218 3.60707259178162 -2.72757005691528 1.88695251941681 0.146324992179871 33.7666969299316 0.0559501647949219 34.0193481445312 -0.0127792358398438 0.193881407380104 2 4 0.00313733774237335 6.48875522613525 80
"79" 1 67.75 -49.25 -183 3.968097448349 -2.92256498336792 2.17450499534607 0.15720009803772 33.7511749267578 0.0577812194824219 33.9536514282227 -0.0144500732421875 0.252004086971283 2 4 0.000560524640604854 6.70892143249512 30
"80" 1 67.95 -48.75 -142 4.32975959777832 -3.06065487861633 2.55040001869202 -0.0403950214385986 33.7380523681641 0.0592231750488281 33.8779449462891 -0.0149955749511719 0.53112918138504 2 4 0.0031926988158375 6.89394950866699 63
"81" 1 67.95 -48.75 -142 4.32975959777832 -3.06065487861633 2.55040001869202 -0.0403950214385986 33.7380523681641 0.0592231750488281 33.8779449462891 -0.0149955749511719 0.53112918138504 2 4 0.0031926988158375 6.89394950866699 63
"82" 1 67.95 -48.75 -142 4.32975959777832 -3.06065487861633 2.55040001869202 -0.0403950214385986 33.7380523681641 0.0592231750488281 33.8779449462891 -0.0149955749511719 0.53112918138504 2 4 0.0031926988158375 6.89394950866699 63
"83" 1 67.95 -49.95 -196 3.51360011100769 -2.67788004875183 1.78359997272491 0.275550127029419 33.769401550293 0.0545997619628906 33.952693939209 -0.00576400756835938 0.192521959543228 2 4 0.023290203884244 6.70892143249512 980
"84" 1 68.15 -48.15 -179 4.7002100944519 -3.1229100227356 3.6101450920105 -0.63100004196167 33.7230987548828 0.0577125549316406 33.7974472045898 -0.0121078491210938 0.243130892515182 2 4 0.00332486466504633 7.29431629180908 121
